#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  257241	   11544	    1486	   71.33	   81.49	   87.53	  122.71	  240.33	224591.11	1.0e-26
CARD|AAC75136.1 mdtB [Escherichia coli str. K-12 substr. MG1655]	  241732	   24295	    3123	   96.64	  100.00	   96.64	  100.00	   86.09	177720.02	1.0e-26
CARD|U00096_4166659_4168200 Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to paromomycin [Escherichia coli K-12]	 1206155	   11416	    1542	   98.90	  100.00	   98.90	  100.00	  745.88	1172333.41	1.0e-26
CARD|AAM09852.1 vanXD [Enterococcus faecium]	   40031	    4780	     609	  100.00	  100.00	  100.00	  100.00	   66.31	27729.48	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	   76401	   11985	    1529	   80.84	   92.28	   87.60	  108.36	   79.58	46946.43	1.0e-26
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	 1828294	   20816	    2904	   99.04	  100.00	   99.04	  100.00	  661.33	1766783.00	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 1458265	   21390	    2926	   78.13	   88.65	   88.13	  112.80	  672.13	1395329.29	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	  143036	   11750	    1504	   74.47	   86.37	   86.22	  115.78	  141.04	111352.78	1.0e-26
CARD|NP_414996.1 Escherichia coli acrA [Escherichia coli str. K-12 substr. MG1655]	  106020	    9344	    1194	   99.08	  100.00	   99.08	  100.00	   91.45	81014.43	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	    2684	   13571	    1725	   81.62	   85.57	   95.39	  116.87	    1.90	 7292.06	1.0e-26
CARD|CDJ72759 Escherichia coli PtsI with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	  138061	   13504	    1728	   99.48	  100.00	   99.48	  100.00	   81.42	102359.42	1.0e-26
CARD|AAC76539.1 mdtF [Escherichia coli str. K-12 substr. MG1655]	  263768	   24199	    3114	   97.37	  100.00	   97.37	  100.00	   91.76	199304.37	1.0e-26
CARD|NP_415434.1 msbA [Escherichia coli str. K-12 substr. MG1655]	  128148	   13675	    1749	   98.06	  100.00	   98.06	  100.00	   77.96	92395.35	1.0e-26
CARD|BAE78082.1 mdtP [Escherichia coli str. K-12 substr. W3110]	  141579	   11462	    1467	   97.82	  100.00	   97.82	  100.00	  103.30	110626.74	1.0e-26
CARD|CBH51823.1 tet44 [Campylobacter fetus subsp. fetus]	    3394	   15129	    1923	   70.46	   79.88	   88.22	  125.20	    2.63	 7435.22	1.0e-26
CARD|NP_414995.1 acrB [Escherichia coli str. K-12 substr. MG1655]	  268099	   24474	    3150	   97.75	  100.00	   97.75	  100.00	   91.29	202865.67	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  534999	   11707	    1528	   70.62	   81.15	   87.02	  123.23	  463.03	500879.19	1.0e-26
CARD|AFK31666.1 tet(40) [Streptococcus suis]	  207392	    9508	    1221	   99.59	  100.00	   99.59	  100.00	  172.84	180534.80	1.0e-26
CARD|CAC41371.2 tet32 [Clostridiaceae bacterium K10]	  118621	   15020	    1920	   83.96	   84.64	   99.20	  118.15	   65.71	80311.28	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 1377287	   21320	    2904	   90.60	  100.03	   90.57	   99.97	  672.12	1314625.75	1.0e-26
CARD|CDJ73208 Escherichia coli UhpT with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	  117850	   10888	    1392	   97.70	  100.00	   97.70	  100.00	   90.58	88868.41	1.0e-26
CARD|AAC75137.1 mdtC [Escherichia coli str. K-12 substr. MG1655]	  194588	   24001	    3078	   94.18	  100.00	   94.18	  100.00	   74.25	133125.70	1.0e-26
CARD|AAY32951.1 lnuC [Streptococcus agalactiae]	    2655	    3892	     495	   95.96	  100.00	   95.96	  100.00	    6.18	  233.91	1.0e-26
CARD|AGV10830.1 APH(3')-IIIa [Campylobacter coli CVM N29710]	   41103	    6240	     795	  100.00	  100.00	  100.00	  100.00	   51.81	25671.52	1.0e-26
CARD|AAU10334.1 aad(6) [Streptococcus oralis]	   26019	    6528	     831	   99.28	   99.28	  100.00	  100.73	   31.39	11672.07	1.0e-26
CARD|AAA88675.1 ErmF [Bacteroides fragilis]	  169721	    6248	     801	   98.75	  100.00	   98.75	  100.00	  220.43	151864.03	1.0e-26
CARD|AAN82549.1 Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin [Escherichia coli CFT073]	  194067	    9584	    1230	   99.84	  100.00	   99.84	  100.00	  161.97	167117.64	1.0e-26
CARD|AAC76093.1 bacA [Escherichia coli str. K-12 substr. MG1655]	   75557	    6441	     822	   98.05	  100.00	   98.05	  100.00	   97.51	58255.94	1.0e-26
CARD|YP_490697.1 acrD [Escherichia coli str. K-12 substr. W3110]	  263266	   24199	    3114	   98.39	  100.00	   98.39	  100.00	   88.93	198815.16	1.0e-26
CARD|AAC76296.1 acrS [Escherichia coli str. K-12 substr. MG1655]	   45121	    5203	     663	   98.34	  100.00	   98.34	  100.00	   71.41	31663.36	1.0e-26
CARD|AFH35853.1 Escherichia coli mdfA [Escherichia coli]	   81356	    9661	    1233	   96.35	  100.00	   96.35	  100.00	   73.70	56473.93	1.0e-26
CARD|BAE78083.1 mdtO [Escherichia coli str. K-12 substr. W3110]	  192699	   15995	    2052	   97.56	  100.00	   97.56	  100.00	  101.51	149615.24	1.0e-26
