#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  192912	    4185	    1486	   76.24	   87.21	   87.42	  114.66	  183.46	180710.88	1.0e-26
CARD|AAC75136.1 mdtB [Escherichia coli str. K-12 substr. MG1655]	   29434	    8998	    3123	   99.90	  100.00	   99.90	  100.00	    9.55	10865.96	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	   65030	    4381	    1529	   81.23	   92.41	   87.90	  108.21	   66.71	52990.57	1.0e-26
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	  332718	    8027	    2904	   98.21	  100.14	   98.07	   99.86	  135.88	309391.39	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 1051813	    7278	    2926	   77.68	   88.00	   88.27	  113.63	  480.32	1030177.88	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	   62663	    4311	    1504	   76.53	   88.36	   86.61	  113.17	   63.38	50838.29	1.0e-26
CARD|NP_414996.1 Escherichia coli acrA [Escherichia coli str. K-12 substr. MG1655]	   13799	    3445	    1194	   99.75	  100.00	   99.75	  100.00	   11.66	 6216.96	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	    4354	    4984	    1725	   84.17	   87.94	   95.72	  113.71	    2.98	   42.55	5.8e-10
CARD|CDJ72759 Escherichia coli PtsI with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   16625	    4984	    1728	   99.77	  100.00	   99.77	  100.00	    9.69	 6269.93	1.0e-26
CARD|AAC76539.1 mdtF [Escherichia coli str. K-12 substr. MG1655]	   36987	    8963	    3114	   98.52	  100.00	   98.52	  100.00	   12.33	17090.42	1.0e-26
