#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  560438	    9140	    1486	   86.14	   97.04	   88.77	  103.05	  555.65	533604.59	1.0e-26
CARD|AAM09852.1 vanXD [Enterococcus faecium]	    9364	    3873	     609	   75.70	   86.70	   87.31	  115.34	   22.89	 2277.13	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  183368	    9626	    1529	   91.56	  100.07	   91.50	   99.93	  181.46	156409.04	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 2665431	   15635	    2926	   82.26	   92.93	   88.53	  107.61	 1268.19	2618889.39	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	  180952	    9470	    1504	   80.59	   91.89	   87.70	  108.83	  195.23	154424.64	1.0e-26
CARD|CAA52904.1 catS [Streptococcus pyogenes]	  171563	    3098	     492	   98.58	  100.00	   98.58	  100.00	  365.39	162487.03	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	   38788	   10957	    1725	   95.07	  100.00	   95.07	  100.00	   25.97	15570.17	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  278023	    9564	    1528	   86.98	   96.66	   89.98	  103.45	  259.68	250601.63	1.0e-26
CARD|AFK31666.1 tet(40) [Streptococcus suis]	  112025	    7719	    1221	   99.84	  100.00	   99.84	  100.00	   93.12	90855.85	1.0e-26
CARD|CAC41371.2 tet32 [Clostridiaceae bacterium K10]	  105061	   12147	    1920	   88.44	   90.89	   97.31	  110.03	   59.42	73653.34	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 3211923	   14906	    2904	   93.84	   99.97	   93.87	  100.03	 1467.60	3167478.45	1.0e-26
CARD|NP_359110.1 Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin [Streptococcus pneumoniae R6]	    2860	   13102	    2058	   70.02	   76.24	   91.84	  131.17	    1.91	 6572.43	1.0e-26
CARD|AL123456.3_1471846_1473382 Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin [Mycobacterium tuberculosis H37Rv]	  652159	    9399	    1537	   82.37	   93.62	   87.98	  106.81	  612.40	624494.27	1.0e-26
CARD|AAY32951.1 lnuC [Streptococcus agalactiae]	    4703	    3149	     495	   93.13	  100.00	   93.13	  100.00	   11.61	  307.43	1.0e-26
