#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NP_461214.1 Salmonella enterica gyrA conferring resistance to fluoroquinolones [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	    7330	   43560	    2637	   81.00	   89.00	   91.01	  112.36	    3.88	25793.43	1.0e-26
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  439653	   24288	    1486	   88.09	   98.59	   89.35	  101.43	  425.62	371872.56	1.0e-26
CARD|AAC75136.1 mdtB [Escherichia coli str. K-12 substr. MG1655]	  143502	   51434	    3123	   96.16	  100.00	   96.16	  100.00	   51.90	43483.14	1.0e-26
CARD|U00096_4166659_4168200 Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to paromomycin [Escherichia coli K-12]	 1353890	   24662	    1542	   97.02	  100.00	   97.02	  100.00	 1066.61	1281667.97	1.0e-26
CARD|ACI32877.1 dfrA14 [Escherichia coli]	    3157	    7972	     483	   99.79	  100.00	   99.79	  100.00	    6.57	 2083.76	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  262635	   25096	    1529	   91.04	  100.20	   90.86	   99.80	  261.34	196101.64	1.0e-26
CARD|AAA65958.1 vanYA [Enterococcus faecium]	    1859	   15057	     912	   88.71	   88.71	  100.00	  112.73	    2.05	10297.33	1.0e-26
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	 1607052	   46186	    2904	   98.86	  100.00	   98.86	  100.00	  597.90	1473652.41	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 2712900	   45291	    2926	   88.41	   98.43	   89.83	  101.60	 1288.69	2580000.84	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	  338140	   24642	    1504	   85.77	   97.87	   87.64	  102.17	  360.74	270908.99	1.0e-26
CARD|NP_414996.1 Escherichia coli acrA [Escherichia coli str. K-12 substr. MG1655]	   64671	   19686	    1194	   99.08	  100.00	   99.08	  100.00	   56.30	23988.77	1.0e-26
CARD|AAA65956.1 vanA [Enterococcus faecium]	    2195	   17039	    1032	   84.69	   84.79	   99.89	  117.94	    2.14	11455.99	1.0e-26
CARD|CAA52904.1 catS [Streptococcus pyogenes]	   20126	    8118	     492	   96.14	  100.00	   96.14	  100.00	   45.46	 5105.06	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	  188461	   28364	    1725	   95.71	  100.00	   95.71	  100.00	  127.56	118209.09	1.0e-26
CARD|CDJ72759 Escherichia coli PtsI with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	  107943	   28467	    1728	   99.42	  100.00	   99.42	  100.00	   65.01	46303.66	1.0e-26
CARD|AAC76539.1 mdtF [Escherichia coli str. K-12 substr. MG1655]	  181408	   51240	    3114	   97.30	  100.00	   97.30	  100.00	   63.61	72829.05	1.0e-26
CARD|NP_415434.1 msbA [Escherichia coli str. K-12 substr. MG1655]	   83317	   28830	    1749	   98.06	  100.00	   98.06	  100.00	   51.21	26472.07	1.0e-26
CARD|BAE78082.1 mdtP [Escherichia coli str. K-12 substr. W3110]	   89009	   24176	    1467	   97.61	  100.00	   97.61	  100.00	   65.29	37136.43	1.0e-26
CARD|AAA65959.1 vanZA [Enterococcus faecium]	    1506	    8022	     486	  100.00	  100.00	  100.00	  100.00	    3.12	 4456.72	1.0e-26
CARD|NP_414995.1 acrB [Escherichia coli str. K-12 substr. MG1655]	  174075	   51842	    3150	   98.76	  100.00	   98.76	  100.00	   58.61	66133.78	1.0e-26
CARD|AAA24786.1 vanC [Enterococcus gallinarum]	    1929	   17039	    1032	   83.14	   83.14	  100.00	  120.28	    1.87	12036.81	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	 1264472	   24490	    1528	   85.80	   97.12	   88.34	  102.96	 1143.42	1192860.86	1.0e-26
CARD|AFK31666.1 tet(40) [Streptococcus suis]	  520338	   19917	    1221	  100.00	  100.00	  100.00	  100.00	  429.67	463522.57	1.0e-26
CARD|CAC41371.2 tet32 [Clostridiaceae bacterium K10]	  245862	   31531	    1920	   89.79	   91.61	   98.01	  109.15	  139.39	165604.89	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 5732072	   41574	    2904	   95.80	  100.00	   95.80	  100.00	 2496.58	5608546.32	1.0e-26
CARD|CDJ73208 Escherichia coli UhpT with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   91809	   22938	    1392	   97.49	  100.00	   97.49	  100.00	   72.53	41336.25	1.0e-26
CARD|AL123456.3_1471846_1473382 Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin [Mycobacterium tuberculosis H37Rv]	  276755	   25219	    1537	   82.89	   93.56	   88.60	  106.88	  278.22	209521.56	1.0e-26
CARD|AAC75137.1 mdtC [Escherichia coli str. K-12 substr. MG1655]	  122685	   50717	    3078	   93.99	  100.00	   93.99	  100.00	   47.05	29869.23	1.0e-26
CARD|AAY32951.1 lnuC [Streptococcus agalactiae]	  143543	    8144	     495	   98.99	  100.00	   98.99	  100.00	  320.74	120859.54	1.0e-26
