#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NP_461214.1 Salmonella enterica gyrA conferring resistance to fluoroquinolones [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	    4815	    6798	    2637	   74.40	   82.71	   89.96	  120.91	    2.60	  338.79	1.0e-26
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  316808	    3651	    1486	   78.53	   89.37	   87.88	  111.90	  306.43	306021.36	1.0e-26
CARD|U00096_4166659_4168200 Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to paromomycin [Escherichia coli K-12]	  223413	    3844	    1542	   92.48	  100.19	   92.30	   99.81	  197.83	212140.78	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	   86855	    3892	    1529	   81.23	   92.09	   88.21	  108.59	   87.96	75846.60	1.0e-26
CARD|BAG75524.1 efmA [Enterococcus faecium]	    1436	    3318	    1287	   74.28	   74.28	  100.00	  134.62	    1.12	  745.06	1.0e-26
CARD|AAA65958.1 vanYA [Enterococcus faecium]	    2534	    2350	     912	   95.61	   95.61	  100.00	  104.59	    2.79	    6.89	8.7e-03
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	  131657	    7345	    2904	   97.21	  100.03	   97.18	   99.97	   52.09	111172.20	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	  963297	    6464	    2926	   82.33	   91.83	   89.65	  108.89	  454.38	944075.58	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	   63725	    3841	    1504	   78.92	   90.29	   87.41	  110.75	   67.02	53073.50	1.0e-26
CARD|AAA65956.1 vanA [Enterococcus faecium]	    4024	    2659	    1032	   99.81	   99.90	   99.90	  100.10	    3.94	  278.66	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	   10823	    4441	    1725	   95.07	  100.00	   95.07	  100.00	    7.47	 2667.60	1.0e-26
CARD|CDJ72759 Escherichia coli PtsI with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	    5949	    4452	    1728	   89.58	   95.37	   93.93	  104.85	    4.37	  215.24	1.0e-26
CARD|AAA65959.1 vanZA [Enterococcus faecium]	    1281	    1252	     486	   90.53	   90.53	  100.00	  110.45	    2.67	    0.32	5.7e-01
CARD|CBH51823.1 tet44 [Campylobacter fetus subsp. fetus]	    3067	    4957	    1923	   76.81	   77.48	   99.13	  129.06	    1.66	  445.47	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  321791	    3751	    1528	   73.04	   82.98	   88.01	  120.50	  286.94	310709.92	1.0e-26
CARD|AFK31666.1 tet(40) [Streptococcus suis]	    6885	    3145	    1221	   98.61	   98.77	   99.83	  101.24	    5.71	 1394.37	1.0e-26
CARD|CAC41371.2 tet32 [Clostridiaceae bacterium K10]	    2766	    4950	    1920	   71.88	   72.29	   99.42	  138.33	    1.47	  618.27	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 1584938	    5720	    2904	   95.14	   99.97	   95.18	  100.03	  705.96	1567857.84	1.0e-26
CARD|AL123456.3_1471846_1473382 Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin [Mycobacterium tuberculosis H37Rv]	   55194	    3931	    1537	   77.55	   87.77	   88.36	  113.94	   55.88	44446.09	1.0e-26
CARD|AAY32951.1 lnuC [Streptococcus agalactiae]	    2335	    1275	     495	   94.55	   95.56	   98.94	  104.65	    4.81	  310.84	1.0e-26
CARD|AGV10830.1 APH(3')-IIIa [Campylobacter coli CVM N29710]	    4856	    2048	     795	  100.00	  100.00	  100.00	  100.00	    6.13	 1141.91	1.0e-26
CARD|AAU10334.1 aad(6) [Streptococcus oralis]	    5125	    2140	     831	   99.88	  100.00	   99.88	  100.00	    6.18	 1225.61	1.0e-26
CARD|CAJ47134.2 SHV-79 [Klebsiella pneumoniae]	    1246	    2219	     861	   79.33	   79.33	  100.00	  126.06	    1.45	  273.44	1.0e-26
CARD|AET10445.1 tetB(46) [Streptococcus australis]	    7089	    4475	    1737	   81.12	   85.66	   94.69	  116.73	    4.86	  590.80	1.0e-26
