#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  280028	   15417	    1486	   81.36	   93.61	   86.92	  106.83	  309.03	236994.53	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  822944	   15544	    1529	   82.34	   96.66	   85.18	  103.45	  833.53	777464.38	1.0e-26
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	  475237	   29927	    2904	   85.54	   95.35	   89.71	  104.88	  258.53	392547.71	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 2105382	   28317	    2926	   83.53	   93.75	   89.10	  106.67	  973.87	2021933.23	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	  101666	   15707	    1504	   73.60	   84.11	   87.51	  118.89	  118.19	62952.18	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	   61460	   18043	    1725	   95.65	  100.00	   95.65	  100.00	   42.28	23709.49	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	   24622	   16003	    1528	   72.91	   83.64	   87.17	  119.56	   26.21	 1828.43	1.0e-26
CARD|AFK31666.1 tet(40) [Streptococcus suis]	  119001	   12742	    1221	   99.59	  100.00	   99.59	  100.00	   99.14	85704.15	1.0e-26
CARD|CAC41371.2 tet32 [Clostridiaceae bacterium K10]	  186762	   19992	    1920	   99.64	  100.00	   99.64	  100.00	   98.73	134518.12	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 4825452	   25062	    2904	   90.25	   99.79	   90.44	  100.21	 2311.80	4750782.17	1.0e-26
CARD|AL123456.3_1471846_1473382 Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin [Mycobacterium tuberculosis H37Rv]	  298691	   15935	    1537	   74.17	   87.64	   84.63	  114.11	  289.78	254112.78	1.0e-26
CARD|U00096_223771_225312 Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin [Escherichia coli K-12]	  437320	   15905	    1542	   76.98	   88.59	   86.90	  112.88	  426.58	391837.14	1.0e-26
CARD|AJD73064.1 RlmA(II) [Streptococcus pneumoniae]	    1127	    8897	     849	   85.16	   91.40	   93.17	  109.41	    1.85	 6023.10	1.0e-26
CARD|AAA88675.1 ErmF [Bacteroides fragilis]	 1595885	    7902	     801	   99.88	  100.00	   99.88	  100.00	 2016.44	1572332.89	1.0e-26
CARD|AET10445.1 tetB(46) [Streptococcus australis]	   46527	   18179	    1737	   90.44	   96.49	   93.74	  103.64	   32.31	12419.25	1.0e-26
CARD|NR_076226.1_0_2912 Campylobacter jejuni 23S rRNA with mutation conferring resistance to erythromycin [Campylobacter jejuni subsp. jejuni]	   12617	   30528	    2912	   82.45	   89.80	   91.82	  111.36	    6.18	 7435.67	1.0e-26
