#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|BAJ09383.1 qacA [Staphylococcus aureus]	  291629	   35391	    1545	   99.87	  100.00	   99.87	  100.00	  189.57	200775.21	1.0e-26
CARD|BAG75524.1 efmA [Enterococcus faecium]	 1635218	   28813	    1287	  100.00	  100.00	  100.00	  100.00	 1273.19	1550774.13	1.0e-26
CARD|AAA65958.1 vanYA [Enterococcus faecium]	 2213935	   20211	     912	  100.00	  100.00	  100.00	  100.00	 2432.59	2154031.29	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 6743364	   59792	    2926	   92.11	   99.76	   92.33	  100.24	 2895.51	6566087.24	1.0e-26
CARD|YP_039997.1 Staphylococcus aureus rpoC conferring resistance to daptomycin [Staphylococcus aureus subsp. aureus MRSA252]	  306137	   83061	    3624	   82.12	   93.93	   87.43	  106.46	  132.50	127858.97	1.0e-26
CARD|AAA65956.1 vanA [Enterococcus faecium]	 2716644	   22672	    1032	   99.90	  100.00	   99.90	  100.00	 2645.89	2649376.90	1.0e-26
CARD|AAO04716.1 dfrC [Staphylococcus epidermidis ATCC 12228]	    5330	   11181	     486	   99.38	  100.00	   99.38	  100.00	   11.26	 2073.93	1.0e-26
CARD|AAA65959.1 vanZA [Enterococcus faecium]	  860045	   11022	     486	  100.00	  100.00	  100.00	  100.00	 1773.20	827536.66	1.0e-26
CARD|BAE15963.1 dfrG [Staphylococcus aureus]	  620247	   11340	     498	  100.00	  100.00	  100.00	  100.00	 1247.89	587040.81	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 6906475	   59160	    2904	   86.02	   95.04	   90.51	  105.22	 3070.64	6731003.39	1.0e-26
CARD|U00096_223771_225312 Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin [Escherichia coli K-12]	  459111	   35223	    1542	   70.82	   79.64	   88.93	  125.57	  415.41	363480.03	1.0e-26
CARD|AGV10830.1 APH(3')-IIIa [Campylobacter coli CVM N29710]	 2350822	   17576	     795	   99.87	  100.00	   99.87	  100.00	 2975.32	2298615.46	1.0e-26
CARD|AAU10334.1 aad(6) [Streptococcus oralis]	 2117097	   18446	     831	  100.00	  100.00	  100.00	  100.00	 2553.37	2062393.47	1.0e-26
CARD|CDO61513.1 efrA [Enterococcus faecium]	   13831	   33530	    1457	   96.50	   99.86	   96.63	  100.14	   11.23	 8193.71	1.0e-26
CARD|AAO82601.1 Enterococcus faecalis liaF mutant conferring daptomycin resistance [Enterococcus faecalis V583]	    3381	   16843	     732	   97.54	   98.77	   98.76	  101.24	    4.80	 8961.78	1.0e-26
CARD|AAB63533.1 AAC(6')-Ii [Enterococcus faecium]	  637009	   12498	     549	   99.64	  100.00	   99.64	  100.00	 1175.24	600476.20	1.0e-26
CARD|AAS68233.1 norA [Staphylococcus epidermidis]	    6152	   26787	    1164	   96.05	   98.20	   97.81	  101.84	    6.54	12927.79	1.0e-26
CARD|CAA53189 mupA [Staphylococcus aureus]	    5098	   70820	    3075	   75.45	   75.48	   99.96	  132.49	    1.66	56895.66	1.0e-26
CARD|CUX99269.1 Enterococcus faecium liaF mutant conferring daptomycin resistance [Enterococcus faecium]	  593574	   16677	     732	   94.67	  100.00	   94.67	  100.00	  970.92	545363.88	1.0e-26
CARD|CAG39573 Staphylococcus mutant fusA gene conferring resistance to fusidic acid [Staphylococcus aureus subsp. aureus MRSA252]	  497503	   47537	    2082	   90.15	  100.00	   90.15	  100.00	  358.66	371474.88	1.0e-26
CARD|AFK58562.1 Enterococcus faecium liaR mutant conferring daptomycin resistance [Enterococcus faecium DO]	  728507	   14388	     633	  100.00	  100.00	  100.00	  100.00	 1153.36	686455.49	1.0e-26
